Invested In,Sector,Market Value Latest Price,"Value as of <br> 31 Dec, 2023",% of Total Holding,Quantity,Month Change <br> in Shares,Month Change <br> in Shares %,History ,fundname
Eris Lifesciences Ltd Registered Shs,Healthcare,4688375155.4,4796966000,1.79,5271391,87649.0,1.69,/mutual-fund/holding-history/21601/54899/,HDFC Small Cap Dir Gr
Gabriel India Ltd,Consumer Cyclical,4536970200.0,4731352000,1.76,12036000,,,/mutual-fund/holding-history/21601/429/,HDFC Small Cap Dir Gr
PNC Infratech Ltd,Industrials,5345332229.2,4528971000,1.69,12886529,,,/mutual-fund/holding-history/21601/1717/,HDFC Small Cap Dir Gr
Krishna Institute of Medical Sciences Ltd,Healthcare,4484974463.75,4279456000,1.59,2162215,,,/mutual-fund/holding-history/21601/555690/,HDFC Small Cap Dir Gr
Indian Bank,Financial Services,4478832946.0,4092794000,1.53,9723910,,,/mutual-fund/holding-history/21601/609/,HDFC Small Cap Dir Gr
VRL Logistics Ltd,Industrials,3595123191.6,3851846000,1.44,4999476,,,/mutual-fund/holding-history/21601/1688/,HDFC Small Cap Dir Gr
Apar Industries Ltd,Industrials,3462709878.7,3834793000,1.43,633494,-100000.0,-13.63,/mutual-fund/holding-history/21601/88/,HDFC Small Cap Dir Gr
Suprajit Engineering Ltd,Consumer Cyclical,3475871651.25,3611797000,1.35,8884017,43308.0,0.49,/mutual-fund/holding-history/21601/1323/,HDFC Small Cap Dir Gr
Transport Corp of India Ltd,Industrials,3732939055.7,3600143000,1.34,4375478,,,/mutual-fund/holding-history/21601/1368/,HDFC Small Cap Dir Gr
Vardhman Textiles Ltd,Consumer Cyclical,3677298824.55,3576348000,1.33,9261551,,,/mutual-fund/holding-history/21601/1504/,HDFC Small Cap Dir Gr
Gateway Distriparks Ltd,Industrials,3662039063.65,3472998000,1.29,33458557,,,/mutual-fund/holding-history/21601/852172/,HDFC Small Cap Dir Gr
Global Health Ltd,Healthcare,3962458907.5,3431686000,1.28,3577841,29500.0,0.83,/mutual-fund/holding-history/21601/1108489/,HDFC Small Cap Dir Gr
L.G.Balakrishnan & Bros Ltd,Consumer Cyclical,3509880083.55,3421769000,1.28,2719467,,,/mutual-fund/holding-history/21601/787/,HDFC Small Cap Dir Gr
Chambal Fertilisers & Chemicals Ltd,Basic Materials,3280540000.0,3323260000,1.24,8900000,,,/mutual-fund/holding-history/21601/258/,HDFC Small Cap Dir Gr
The Federal Bank Ltd,Financial Services,2972050151.8,3272818000,1.22,20959451,,,/mutual-fund/holding-history/21601/412/,HDFC Small Cap Dir Gr
Voltamp Transformers Ltd,Industrials,3551563067.8,3225258000,1.2,494626,,,/mutual-fund/holding-history/21601/1499/,HDFC Small Cap Dir Gr
Chalet Hotels Ltd,Consumer Cyclical,3480910815.6,3181888000,1.19,4568724,-900000.0,-16.46,/mutual-fund/holding-history/21601/127257/,HDFC Small Cap Dir Gr
Safari Industries (India) Ltd,Consumer Cyclical,2985003219.4,3049546000,1.14,1562788,,,/mutual-fund/holding-history/21601/2912/,HDFC Small Cap Dir Gr
Kalpataru Projects International Ltd,Industrials,3139145800.0,2989101000,1.11,4214750,,,/mutual-fund/holding-history/21601/712/,HDFC Small Cap Dir Gr
Sula Vineyards Ltd,Consumer Defensive,3883992852.1,2947436000,1.1,5912609,,,/mutual-fund/holding-history/21601/1190656/,HDFC Small Cap Dir Gr
NRB Bearings Ltd,Consumer Cyclical,3032834610.3,2938346000,1.09,8748982,,,/mutual-fund/holding-history/21601/956/,HDFC Small Cap Dir Gr
La Opala RG Ltd,Consumer Cyclical,2765116352.7,2832967000,1.06,7623701,,,/mutual-fund/holding-history/21601/784/,HDFC Small Cap Dir Gr
KEC International Ltd,Industrials,2888706332.05,2763253000,1.03,4689839,,,/mutual-fund/holding-history/21601/727/,HDFC Small Cap Dir Gr
Redtape Ltd,Consumer Cyclical,3423500705.2,2633893000,0.98,5604028,,,/mutual-fund/holding-history/21601/1615360/,HDFC Small Cap Dir Gr
Shoppers Stop Ltd,Consumer Cyclical,2540297595.0,2489852000,0.93,3603259,302056.0,9.15,/mutual-fund/holding-history/21601/1225/,HDFC Small Cap Dir Gr
Sharda Cropchem Ltd,Basic Materials,2154534085.0,2448113000,0.91,5406610,,,/mutual-fund/holding-history/21601/1214/,HDFC Small Cap Dir Gr
Redington Ltd,Technology,2346975263.0,2398527000,0.89,13566331,-350000.0,-2.52,/mutual-fund/holding-history/21601/1120/,HDFC Small Cap Dir Gr
BEML Ltd,Industrials,2560720000.0,2263360000,0.84,800000,,,/mutual-fund/holding-history/21601/176/,HDFC Small Cap Dir Gr
IFGL Refractories Ltd,Basic Materials,2142757054.2,2231672000,0.83,2791684,39648.0,1.44,/mutual-fund/holding-history/21601/71289/,HDFC Small Cap Dir Gr
Unichem Laboratories Ltd,Healthcare,2479056045.3,2221545000,0.83,5473134,,,/mutual-fund/holding-history/21601/1445/,HDFC Small Cap Dir Gr
Aditya Vision Ltd,Consumer Cyclical,2409785851.35,2209889000,0.82,635601,,,/mutual-fund/holding-history/21601/52912/,HDFC Small Cap Dir Gr
Tata Metaliks Ltd,Basic Materials,2047817783.2,2099719000,0.78,1954864,,,/mutual-fund/holding-history/21601/1361/,HDFC Small Cap Dir Gr
Bajaj Consumer Care Ltd,Consumer Defensive,2044523636.25,2071407000,0.77,9432635,,,/mutual-fund/holding-history/21601/145/,HDFC Small Cap Dir Gr
Radico Khaitan Ltd,Consumer Defensive,1953466188.45,1959493000,0.73,1181663,,,/mutual-fund/holding-history/21601/1090/,HDFC Small Cap Dir Gr
Emami Ltd,Consumer Defensive,1657701810.0,1897522000,0.71,3365892,,,/mutual-fund/holding-history/21601/374/,HDFC Small Cap Dir Gr
Ion Exchange (India) Ltd,Industrials,1839702700.0,1880511000,0.7,3344914,584674.0,21.18,/mutual-fund/holding-history/21601/2050/,HDFC Small Cap Dir Gr
DCB Bank Ltd,Financial Services,1886564650.5,1853088000,0.69,13948722,,,/mutual-fund/holding-history/21601/311/,HDFC Small Cap Dir Gr
Carborundum Universal Ltd,Industrials,1842648500.0,1784780000,0.67,1603000,-75000.0,-4.47,/mutual-fund/holding-history/21601/238/,HDFC Small Cap Dir Gr
Insecticides (India) Ltd,Basic Materials,1638710640.0,1756476000,0.65,2596800,,,/mutual-fund/holding-history/21601/635/,HDFC Small Cap Dir Gr
Procter & Gamble Health Ltd,Healthcare,1724229108.7,1617093000,0.6,326834,,,/mutual-fund/holding-history/21601/858/,HDFC Small Cap Dir Gr
Nilkamal Ltd,Consumer Cyclical,1520080825.2,1571295000,0.59,702051,-22249.0,-3.07,/mutual-fund/holding-history/21601/943/,HDFC Small Cap Dir Gr
Delta Corp Ltd,Consumer Cyclical,1406265540.0,1487279000,0.55,10190330,-1099385.0,-9.74,/mutual-fund/holding-history/21601/320/,HDFC Small Cap Dir Gr
Repco Home Finance Ltd,Financial Services,1473711125.0,1465124000,0.55,3733750,,,/mutual-fund/holding-history/21601/1132/,HDFC Small Cap Dir Gr
GNA Axles Ltd,Consumer Cyclical,1542132323.2,1425256000,0.53,3202102,,,/mutual-fund/holding-history/21601/4710/,HDFC Small Cap Dir Gr
Gujarat Pipavav Port Ltd,Industrials,1513300000.0,1415713000,0.53,9250000,,,/mutual-fund/holding-history/21601/487/,HDFC Small Cap Dir Gr
Vesuvius India Ltd,Industrials,1362450993.6,1399870000,0.52,389784,,,/mutual-fund/holding-history/21601/1475/,HDFC Small Cap Dir Gr
Goodyear India Ltd,Consumer Cyclical,1408601672.9,1375130000,0.51,1047638,,,/mutual-fund/holding-history/21601/2043/,HDFC Small Cap Dir Gr
Multi Commodity Exchange of India Ltd,Financial Services,1338827667.3,1329995000,0.5,415643,,,/mutual-fund/holding-history/21601/853/,HDFC Small Cap Dir Gr
D B Corp Ltd,Communication Services,1692235170.0,1315691000,0.49,4922150,,,/mutual-fund/holding-history/21601/308/,HDFC Small Cap Dir Gr
Finolex Industries Ltd,Industrials,1370963415.85,1285373000,0.48,6091817,-6100000.0,-50.03,/mutual-fund/holding-history/21601/417/,HDFC Small Cap Dir Gr
EIH Ltd,Consumer Cyclical,1503396967.1,1208238000,0.45,4842638,-2500000.0,-34.05,/mutual-fund/holding-history/21601/363/,HDFC Small Cap Dir Gr
Advanced Enzyme Technologies Ltd,Basic Materials,1197702463.0,1207677000,0.45,3217468,,,/mutual-fund/holding-history/21601/4635/,HDFC Small Cap Dir Gr
T.V. Today Network Ltd,Communication Services,1214860112.0,1121389000,0.42,5236466,,,/mutual-fund/holding-history/21601/1432/,HDFC Small Cap Dir Gr
Shaily Engineering Plastics Ltd,Basic Materials,959544110.4,1001555000,0.37,2979488,-66964.0,-2.2,/mutual-fund/holding-history/21601/2105/,HDFC Small Cap Dir Gr
Greenlam Industries Ltd,Consumer Cyclical,917378588.1,948485000,0.35,1777521,-520.0,-0.03,/mutual-fund/holding-history/21601/1565/,HDFC Small Cap Dir Gr
Bajel Projects Ltd,Utilities,995752340.1,736485000,0.27,5545822,5545822.0,New,/mutual-fund/holding-history/21601/1845603/,HDFC Small Cap Dir Gr
Oriental Carbon And Chemicals Ltd,Basic Materials,478139329.5,452624000,0.17,545790,,,/mutual-fund/holding-history/21601/1952/,HDFC Small Cap Dir Gr
Jagran Prakashan Ltd,Communication Services,316662754.8,298345000,0.11,3185742,,,/mutual-fund/holding-history/21601/654/,HDFC Small Cap Dir Gr
Sadbhav Engineering Ltd,Industrials,200065404.6,201005000,0.07,9392742,,,/mutual-fund/holding-history/21601/1162/,HDFC Small Cap Dir Gr
Equitas Small Finance Bank Ltd Ordinary Shares,Financial Services,5109211810.3,5070760546,4.45,48064081,,,/mutual-fund/holding-history/8298/325199/,Franklin India Smaller Comp Dir Gr
Brigade Enterprises Ltd,Real Estate,5234205290.45,4814373654,4.22,5368691,-375000.0,-6.53,/mutual-fund/holding-history/8298/219/,Franklin India Smaller Comp Dir Gr
Deepak Nitrite Ltd,Basic Materials,3104049398.8,3443823720,3.02,1387967,,,/mutual-fund/holding-history/8298/318/,Franklin India Smaller Comp Dir Gr
Kalyan Jewellers India Ltd,Consumer Cyclical,3110593321.55,3103144373,2.72,8763469,-150000.0,-1.68,/mutual-fund/holding-history/8298/447071/,Franklin India Smaller Comp Dir Gr
Multi Commodity Exchange of India Ltd,Financial Services,3073380354.0,3053104879,2.68,954140,,,/mutual-fund/holding-history/8298/853/,Franklin India Smaller Comp Dir Gr
KPIT Technologies Ltd,Technology,2650585824.5,2834850649,2.49,1872610,,,/mutual-fund/holding-history/8298/141324/,Franklin India Smaller Comp Dir Gr
Jyothy Labs Ltd,Consumer Defensive,3123143949.0,2736322059,2.4,5713765,-339269.0,-5.6,/mutual-fund/holding-history/8298/706/,Franklin India Smaller Comp Dir Gr
Karur Vysya Bank Ltd,Financial Services,2775654789.25,2600877081,2.28,15398917,,,/mutual-fund/holding-history/8298/721/,Franklin India Smaller Comp Dir Gr
J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,2694108808.0,2581529858,2.26,1588976,,,/mutual-fund/holding-history/8298/665/,Franklin India Smaller Comp Dir Gr
ICICI Bank Ltd,Financial Services,2282431452.75,2252261187,1.98,2259945,,,/mutual-fund/holding-history/8298/584/,Franklin India Smaller Comp Dir Gr
Cyient Ltd,Industrials,1839721401.15,2088855560,1.83,910911,-125000.0,-12.07,/mutual-fund/holding-history/8298/301/,Franklin India Smaller Comp Dir Gr
Carborundum Universal Ltd,Industrials,2083909008.5,2018463932,1.77,1812883,,,/mutual-fund/holding-history/8298/238/,Franklin India Smaller Comp Dir Gr
Sobha Ltd,Real Estate,2806263766.65,2002196225,1.76,2031243,,,/mutual-fund/holding-history/8298/1261/,Franklin India Smaller Comp Dir Gr
JK Lakshmi Cement Ltd,Basic Materials,2000249964.3,1932565064,1.7,2148727,,,/mutual-fund/holding-history/8298/685/,Franklin India Smaller Comp Dir Gr
Syrma SGS Technology Ltd,Technology,1650542106.5,1844319323,1.62,2748613,,,/mutual-fund/holding-history/8298/995074/,Franklin India Smaller Comp Dir Gr
CCL Products (India) Ltd,Consumer Defensive,1836013090.1,1841304606,1.62,2860279,,,/mutual-fund/holding-history/8298/243/,Franklin India Smaller Comp Dir Gr
Ahluwalia Contracts (India) Ltd,Industrials,1852744929.0,1775146643,1.56,2289035,,,/mutual-fund/holding-history/8298/43/,Franklin India Smaller Comp Dir Gr
HDFC Bank Ltd,Financial Services,1486735762.5,1770996656,1.55,1036125,,,/mutual-fund/holding-history/8298/533/,Franklin India Smaller Comp Dir Gr
360 One Wam Ltd Ordinary Shares,Financial Services,1545681456.8,1741037737,1.53,2452684,,,/mutual-fund/holding-history/8298/166089/,Franklin India Smaller Comp Dir Gr
Tube Investments of India Ltd Ordinary Shares,Industrials,1934131500.0,1717700250,1.51,485000,,,/mutual-fund/holding-history/8298/67548/,Franklin India Smaller Comp Dir Gr
K.P.R. Mill Ltd,Consumer Cyclical,1585498835.9,1699882282,1.49,2060963,,,/mutual-fund/holding-history/8298/764/,Franklin India Smaller Comp Dir Gr
Aster DM Healthcare Ltd Ordinary Shares,Healthcare,1769544241.0,1684066953,1.48,4109485,850000.0,26.08,/mutual-fund/holding-history/8298/77534/,Franklin India Smaller Comp Dir Gr
DCB Bank Ltd,Financial Services,1649927598.75,1620649771,1.42,12199095,1750000.0,16.75,/mutual-fund/holding-history/8298/311/,Franklin India Smaller Comp Dir Gr
Techno Electric & Engineering Co Ltd,Industrials,1595387655.0,1590119397,1.4,1988022,,,/mutual-fund/holding-history/8298/118204/,Franklin India Smaller Comp Dir Gr
Eris Lifesciences Ltd Registered Shs,Healthcare,1521674460.0,1556919000,1.37,1710900,,,/mutual-fund/holding-history/8298/54899/,Franklin India Smaller Comp Dir Gr
Blue Star Ltd,Industrials,1702612172.8,1520533504,1.33,1605632,,,/mutual-fund/holding-history/8298/209/,Franklin India Smaller Comp Dir Gr
Finolex Cables Ltd,Industrials,1542766306.4,1490286047,1.31,1393898,,,/mutual-fund/holding-history/8298/416/,Franklin India Smaller Comp Dir Gr
Zensar Technologies Ltd,Technology,1343134406.35,1424055951,1.25,2332033,,,/mutual-fund/holding-history/8298/1544/,Franklin India Smaller Comp Dir Gr
Kirloskar Oil Engines Ltd,Industrials,1452897041.75,1381849185,1.21,2108245,,,/mutual-fund/holding-history/8298/745/,Franklin India Smaller Comp Dir Gr
Intellect Design Arena Ltd.,,1485266617.6,1364866050,1.2,1631444,,,/mutual-fund/holding-history/8298/1553/,Franklin India Smaller Comp Dir Gr
KNR Constructions Ltd,Industrials,1394085544.6,1358591062,1.19,5297684,,,/mutual-fund/holding-history/8298/752/,Franklin India Smaller Comp Dir Gr
Ion Exchange (India) Ltd,Industrials,1322240700.0,1351570403,1.19,2404074,-9222.0,-0.38,/mutual-fund/holding-history/8298/2050/,Franklin India Smaller Comp Dir Gr
Exide Industries Ltd,Consumer Cyclical,1278502835.2,1309188551,1.15,4118888,,,/mutual-fund/holding-history/8298/404/,Franklin India Smaller Comp Dir Gr
Chemplast Sanmar Ltd,Basic Materials,1200886742.3,1269712016,1.11,2539678,,,/mutual-fund/holding-history/8298/623875/,Franklin India Smaller Comp Dir Gr
TeamLease Services Ltd,Industrials,1148539107.45,1211699570,1.06,378887,,,/mutual-fund/holding-history/8298/1955/,Franklin India Smaller Comp Dir Gr
Metropolis Healthcare Ltd,Healthcare,1115150170.35,1200647521,1.05,715459,,,/mutual-fund/holding-history/8298/139598/,Franklin India Smaller Comp Dir Gr
Gateway Distriparks Ltd,Industrials,1245581934.3,1181282821,1.04,11380374,136714.0,1.22,/mutual-fund/holding-history/8298/852172/,Franklin India Smaller Comp Dir Gr
Nesco Ltd,Industrials,1074400864.5,1146417217,1.01,1298762,-82966.0,-6,/mutual-fund/holding-history/8298/929/,Franklin India Smaller Comp Dir Gr
Quess Corp Ltd,Industrials,1051212993.85,1136161693,1.0,2172601,,,/mutual-fund/holding-history/8298/4595/,Franklin India Smaller Comp Dir Gr
Lemon Tree Hotels Ltd,Consumer Cyclical,1300248249.0,1125160669,0.99,9388074,,,/mutual-fund/holding-history/8298/81513/,Franklin India Smaller Comp Dir Gr
Mrs Bectors Food Specialities Ltd Ordinary Shares,Consumer Defensive,1173755876.2,1109170036,0.97,992102,,,/mutual-fund/holding-history/8298/369403/,Franklin India Smaller Comp Dir Gr
Sapphire Foods India Ltd,Consumer Cyclical,1104626361.3,1101719144,0.97,775258,,,/mutual-fund/holding-history/8298/716755/,Franklin India Smaller Comp Dir Gr
Westlife Foodworld Ltd,Consumer Cyclical,1109549870.15,1094674571,0.96,1340117,,,/mutual-fund/holding-history/8298/2228/,Franklin India Smaller Comp Dir Gr
Finolex Industries Ltd,Industrials,1146956072.5,1075350950,0.94,5096450,,,/mutual-fund/holding-history/8298/417/,Franklin India Smaller Comp Dir Gr
Gujarat State Petronet Ltd,Utilities,1264025000.0,1071000000,0.94,3500000,,,/mutual-fund/holding-history/8298/502/,Franklin India Smaller Comp Dir Gr
City Union Bank Ltd,Financial Services,947233563.6,999559497,0.88,6708453,,,/mutual-fund/holding-history/8298/295/,Franklin India Smaller Comp Dir Gr
Cholamandalam Financial Holdings Ltd,Financial Services,1049600624.5,991045964,0.87,952883,,,/mutual-fund/holding-history/8298/1424/,Franklin India Smaller Comp Dir Gr
Praj Industries Ltd,Industrials,897361789.5,975431388,0.86,1754373,,,/mutual-fund/holding-history/8298/1061/,Franklin India Smaller Comp Dir Gr
Data Patterns (India) Ltd,Industrials,926718865.8,928239998,0.81,498732,,,/mutual-fund/holding-history/8298/755079/,Franklin India Smaller Comp Dir Gr
Ujjivan Small Finance Bank Ltd Ordinary Shares,Financial Services,884317280.85,920725586,0.81,16181469,,,/mutual-fund/holding-history/8298/175415/,Franklin India Smaller Comp Dir Gr
GHCL Ltd,Basic Materials,845404544.0,842143232,0.74,1449472,,,/mutual-fund/holding-history/8298/453/,Franklin India Smaller Comp Dir Gr
VIP Industries Ltd,Consumer Cyclical,736264110.0,792843685,0.7,1326602,,,/mutual-fund/holding-history/8298/1488/,Franklin India Smaller Comp Dir Gr
Shankara Building Products Ltd,Consumer Cyclical,813189879.65,764705998,0.67,1071467,,,/mutual-fund/holding-history/8298/53325/,Franklin India Smaller Comp Dir Gr
Tega Industries Ltd,Industrials,757513606.4,761213952,0.67,660776,,,/mutual-fund/holding-history/8298/743298/,Franklin India Smaller Comp Dir Gr
Birlasoft Ltd,Technology,859162500.0,757102500,0.66,1050000,,,/mutual-fund/holding-history/8298/763/,Franklin India Smaller Comp Dir Gr
MTAR Technologies Ltd,Industrials,660981275.85,691725684,0.61,313239,,,/mutual-fund/holding-history/8298/436155/,Franklin India Smaller Comp Dir Gr
SJS Enterprises Ltd,Consumer Cyclical,628071409.8,679696727,0.6,1098411,,,/mutual-fund/holding-history/8298/710818/,Franklin India Smaller Comp Dir Gr
Apollo Pipes Ltd,Industrials,672904197.75,631253709,0.55,921471,172341.0,23.01,/mutual-fund/holding-history/8298/3689/,Franklin India Smaller Comp Dir Gr
TTK Prestige Ltd,Consumer Cyclical,632633380.45,602364813,0.53,812579,,,/mutual-fund/holding-history/8298/1421/,Franklin India Smaller Comp Dir Gr
Hindustan Petroleum Corp Ltd,Energy,639735530.4,592639348,0.52,1485684,,,/mutual-fund/holding-history/8298/556/,Franklin India Smaller Comp Dir Gr
Elecon Engineering Co Ltd,Industrials,656375709.0,587171843,0.52,633445,,,/mutual-fund/holding-history/8298/367/,Franklin India Smaller Comp Dir Gr
Anand Rathi Wealth Ltd,Financial Services,670747298.2,571861570,0.5,220481,,,/mutual-fund/holding-history/8298/747241/,Franklin India Smaller Comp Dir Gr
PB Fintech Ltd,Financial Services,621705000.0,556255000,0.49,700000,,,/mutual-fund/holding-history/8298/710819/,Franklin India Smaller Comp Dir Gr
Kirloskar Pneumatic Co Ltd,Industrials,575130856.0,549716506,0.48,912544,,,/mutual-fund/holding-history/8298/2214/,Franklin India Smaller Comp Dir Gr
Pricol Ltd,Consumer Cyclical,541498487.6,547334222,0.48,1440922,1440922.0,New,/mutual-fund/holding-history/8298/1072/,Franklin India Smaller Comp Dir Gr
Indoco Remedies Ltd,Healthcare,496227205.0,538539040,0.47,1362700,,,/mutual-fund/holding-history/8298/614/,Franklin India Smaller Comp Dir Gr
Titagarh Rail Systems Ltd,Industrials,571765542.4,536158648,0.47,513808,493034.0,2373.32,/mutual-fund/holding-history/8298/1434/,Franklin India Smaller Comp Dir Gr
T.V. Today Network Ltd,Communication Services,571817360.0,527821930,0.46,2464730,,,/mutual-fund/holding-history/8298/1432/,Franklin India Smaller Comp Dir Gr
Fusion Micro Finance Ltd,Financial Services,564120000.0,518760000,0.46,900000,900000.0,New,/mutual-fund/holding-history/8298/755078/,Franklin India Smaller Comp Dir Gr
Hitachi Energy India Ltd Ordinary Shares,Technology,533571031.5,476934317,0.42,90597,,,/mutual-fund/holding-history/8298/202203/,Franklin India Smaller Comp Dir Gr
Vishnu Chemicals Ltd,Basic Materials,372927443.0,413217288,0.36,1159420,,,/mutual-fund/holding-history/8298/1579/,Franklin India Smaller Comp Dir Gr
Affle India Ltd,Communication Services,370461369.6,396720038,0.35,303744,,,/mutual-fund/holding-history/8298/154217/,Franklin India Smaller Comp Dir Gr
